c,e,mse
0.003,0.027,0.10230425979868711
0.003,0.028,0.10235270030089737
0.003,0.029,0.10240426745484063
0.003,0.03,0.10247883263333368
0.003,0.031,0.10254995217000615
0.003,0.032,0.10262061353345257
0.003,0.033,0.1027021022378517
0.003,0.034,0.1027140928503048
0.003,0.035,0.10278637018396355
0.003,0.036,0.10291283325950229
0.003,0.037,0.10292614788988208
0.003,0.038,0.10301151104424199
0.003,0.039,0.10314246858417098
0.003,0.04,0.10327634988877434
0.003,0.041,0.10340836384448221
0.003,0.042,0.10354038333233744
0.003,0.043,0.10369027026384021
0.003,0.044,0.10384941673440759
0.003,0.045,0.10400875943159628
0.003,0.046,0.10415914457837641
0.003,0.047,0.10425142954719345
0.003,0.048,0.10440113466771457
0.003,0.049,0.1045287099683316
0.003,0.05,0.10467163776483555
0.003,0.051,0.10473170058690245
0.003,0.052,0.10490340426484764
0.003,0.053,0.10493794791331879
0.003,0.054,0.10506960828296821
0.003,0.055,0.10528912463097555
0.003,0.056,0.10540305633221374
0.003,0.057,0.10537326941004335
0.003,0.058,0.10552070422063625
0.003,0.059,0.10566978588391679
0.003,0.06,0.10576334272435492
0.003,0.061,0.10586404501215166
0.003,0.062,0.10598915505954899
0.003,0.063,0.10609872940013133
0.003,0.064,0.10622678821317824
0.003,0.065,0.10634233716372553
0.003,0.066,0.1064859699052959
0.003,0.067,0.10654413806176985
0.003,0.068,0.10663069272002608
0.003,0.069,0.10665933633302127
0.003,0.07,0.10685733251075741
0.003,0.071,0.10688913526351043
0.003,0.072,0.10695005277169903
0.003,0.073,0.10714979495967214
0.003,0.074,0.1071769817738799
0.003,0.075,0.10732950258539933
0.003,0.076,0.10743873189098085
0.003,0.077,0.10759752997935675
0.003,0.078,0.10773261052898912
0.003,0.079,0.10778814239344535
0.003,0.08,0.10798163718463706
0.003,0.081,0.10803923321283236
0.003,0.082,0.10814136738453253
0.003,0.083,0.10826449251402216
0.003,0.084,0.10831532302309747
0.003,0.085,0.10837189690869796
0.003,0.086,0.1084713960270093
0.003,0.087,0.10861087038703947
0.003,0.088,0.1086502893178808
0.003,0.089,0.10881126388437003
0.003,0.09,0.10868028919864926
0.003,0.091,0.10868006316938747
0.003,0.092,0.10863361556377546
0.003,0.093,0.10868564365947389
0.003,0.094,0.10850709410009093
0.003,0.095,0.10847281157927235
0.003,0.096,0.10850764604890703
0.003,0.097,0.10853253811247604
0.003,0.098,0.108639022106716
0.003,0.099,0.108668981390936
0.004,0.001,0.09470307051894856
0.004,0.002,0.09463797827528946
0.004,0.003,0.09450180434837087
0.004,0.004,0.09445165831869182
0.004,0.005,0.09430858084614661
0.004,0.006,0.09435129235953278
0.004,0.007,0.09436440546028148
0.004,0.008,0.09437303919641672
0.004,0.009,0.09440211711809078
0.004,0.01,0.0944713773157668
0.004,0.011,0.09448014535441039
0.004,0.012,0.0944512369193408
0.004,0.013,0.09443908524371444
0.004,0.014,0.09452088944040905
0.004,0.015,0.0946089045785577
0.004,0.016,0.09457493422709247
0.004,0.017,0.09454226104080096
0.004,0.018,0.09442383816057068
0.004,0.019,0.09433895836191461
0.004,0.02,0.0941963142911124
0.004,0.021,0.09411770393734513
0.004,0.022,0.09412716338593619
0.004,0.023,0.09422872170627676
0.004,0.024,0.09429282387373437
0.004,0.025,0.09435193763483382
0.004,0.026,0.0944133744723936
0.004,0.027,0.09447950355103488
0.004,0.028,0.09455265838149984
0.004,0.029,0.09462424493048711
0.004,0.03,0.09462142705697679
