Trial,MSE,C,Epsilon
0,0.07562761455789951,0.06747375911277692,0.04821172217450565
1,0.07486483633407383,0.04001279887245303,0.08709045168271194
2,0.07640387008692423,0.02219860253613361,0.08136886255239865
3,0.0765565909263904,0.025337763990972078,0.055518940513702514
4,0.07813425854598852,0.06433043149390201,0.023562373567353818
5,0.07521948816664664,0.08097610359583853,0.016845815724036664
6,0.07413926787587384,0.043818095083460296,0.07225730921636533
7,0.07230388771951907,0.057168695301174834,0.023928095659557773
8,0.08060574871953352,0.038984569933323124,0.03837930870222192
9,0.07643609044521466,0.02134090257448179,0.03193028737192159
10,0.07353068741468585,0.09566381187133674,0.002032330717284321
11,0.0717407073221225,0.09899356991349126,0.0005606397604236008
12,0.062492443111678654,0.09790723855717912,0.003981504592204132
13,0.07481294963100023,0.09308510404303905,0.00033510688352999043
14,0.11735142352287183,0.0011639162858888968,0.01009715813696313
15,0.06755331013971072,0.09989757070510165,0.010454149345216456
16,0.07849726642810465,0.07948515051704311,0.06202329595285445
17,0.0749635426015237,0.083285393285145,0.038819919414452536
18,0.0740508289401792,0.075582893876377,0.013743079017045703
19,0.07500092485434062,0.08843455835386514,0.02387159379303413
20,0.08307998620282876,0.07004259182482798,0.09794311856753324
21,0.07261921400464914,0.09949881734976333,0.006679231883043121
22,0.06519653135382732,0.09953828613724121,0.013725693965709329
23,0.062381382284417065,0.08863722351207567,0.01650153588782586
24,0.07243604933525466,0.08894840049529075,0.018151457086533783
25,0.06787384099042496,0.08725970048587049,0.031061162305627416
26,0.07349508543582617,0.05678576239803324,0.04110212628676173
27,0.06798838516038207,0.07440719187198924,0.01938213131583922
28,0.07666707654577579,0.0902192078927402,0.030942591509295105
29,0.06798753017700353,0.06539950692916553,0.04941382752931587
30,0.07082980518220243,0.08379578359163861,0.0059362538509423884
31,0.07915745706841391,0.09504349949093167,0.011342218437367721
32,0.07306096018895955,0.09939688246220497,0.008559033219054513
33,0.06938830819461075,0.09260264585572073,0.015393095635656301
34,0.07330838746099261,0.09955333617869647,0.02531942127605763
35,0.07178542374983489,0.07627640232385687,0.007178170085798782
36,0.07225584786084578,0.08535818410991731,0.014220527598221067
37,0.07188272723701664,0.09407199791206887,0.020206907810654526
38,0.07738790257462379,0.07004282646986719,0.057051838988764765
39,0.07151603222424517,0.05969248000126973,0.02763375192249063
40,0.07271048194791561,0.07893799360009385,0.04462286466625866
41,0.07564153655052913,0.0870275708864013,0.032188692171938496
42,0.06717447065412702,0.09119071388541655,0.01953713334368082
43,0.06755101885205896,0.09407884582623895,0.0056007547086393186
44,0.07423778531557577,0.03161484041533476,0.0029866869244940947
45,0.0686535511603601,0.09241676386879605,0.019780496796361072
46,0.0779974351431628,0.0489142615154919,0.07708827771524408
47,0.07437230949660904,0.09611779330222896,0.0030828899408279313
48,0.07429267391353024,0.013238943606045536,0.013339767630518563
49,0.07532405219476548,0.08155594706659682,0.0673977477824341
50,0.06660313007138896,0.0922653656350409,0.005048142187510993
51,0.06873464686088575,0.0911576112563286,0.0047535538191316555
52,0.0716867351888005,0.09636758047496642,0.009077449371572038
53,0.07014530250613057,0.08550522032971561,0.01607261620264144
54,0.07234842905040877,0.09179354076806533,0.02210182654640249
55,0.08040537002669965,0.07930618594074942,0.010439012216299193
56,0.07598983415198925,0.08931282120398214,0.0011214535214673109
57,0.07583808096358885,0.09631128032186728,0.0001691034659102933
58,0.07545878018263613,0.08314353113159084,0.02700472153011549
59,0.07261382495889414,0.07204350895313158,0.012397507607751601
60,0.06857291311309559,0.09696993982500506,0.006080874851153931
61,0.06789154667892214,0.08875200338757955,0.016128047613227402
62,0.073368951873391,0.09370664093797748,0.010279334064071458
63,0.07227673665643727,0.09874655150606135,0.0037197611922345046
64,0.06929447411592145,0.09938400307878917,0.008038597000133152
65,0.0696506343921933,0.09046142606332905,0.016988578392274335
66,0.0798239135970813,0.08670406524845006,0.08716483623602746
67,0.06693230325521249,0.09439573598922625,0.023019269913167075
68,0.06835675445551678,0.09451123267562449,0.03512392093664044
69,0.06991209787477144,0.08233337265024436,0.021339854053256307
70,0.07239099548458154,0.07854804764401854,0.023949190212673853
71,0.07287022253497387,0.09696879220614876,0.013332263510974126
