Trial,MSE,C,Epsilon
0,0.0208609183357399,0.0368208885004055,0.034399619716932534
1,0.0338550687414498,0.06492741269616126,0.07523388060691442
2,0.035644480028027094,0.014332399509347593,0.0697782756224369
3,0.010578281072756894,0.06117924771262158,0.007527636059651208
4,0.014448926425558261,0.097499328700439,0.018690519177203373
5,0.03562701148509744,0.04502821391013412,0.07152986997063862
6,0.038726550388352085,0.01878479193432273,0.09678220274405262
7,0.02890520309940389,0.04428680488975272,0.05706703740509986
8,0.028788693822428674,0.09148189621713973,0.06314712169960686
9,0.031701114098630204,0.0036458834458197678,0.011006753820463715
10,0.009209070457074458,0.06686583234857606,0.0009550329217059231
11,0.009316030378435059,0.06971803913321364,0.0014993561376796041
12,0.007411059171571825,0.07569407797102932,0.0004080160758921439
13,0.017561499019289526,0.08033346594431466,0.02929891192769147
14,0.02305375596109328,0.08196640397688346,0.039167791964533565
15,0.015870777072704182,0.05771844511511361,0.020894780868730978
16,0.024774748194377746,0.0782193851155803,0.04558339124949716
17,0.008451225689785756,0.07238520196769024,0.00048448169974943216
18,0.01423573808112957,0.030080064495438492,0.019034909534605668
19,0.01647185870093401,0.08895702467530624,0.02660338224444988
20,0.03675883143916508,0.053558284580092305,0.08887865308567106
21,0.008854024143560285,0.07032085708393931,0.005399215165692916
22,0.011936425990337863,0.07378738336168299,0.010707947475852516
23,0.007300705862744734,0.08552089473473938,0.0007577460930078185
24,0.012822997585613932,0.086849490529323,0.0151127493189466
25,0.016582289222655075,0.0984009813763615,0.027139551355207955
26,0.008525565289276327,0.0757657388753138,0.00017153467533343833
27,0.01150509316355242,0.09036964157091212,0.01350867960008449
28,0.02571075959091913,0.08332363468053862,0.04754825011739375
29,0.018301854249339774,0.04983990648154153,0.03241338888810709
30,0.00916767788913294,0.060456534299309785,0.006283125738978184
31,0.008289806058704103,0.07492941897386693,0.0024630518280969755
32,0.009231182492862542,0.07439260937865738,0.006374499618046412
33,0.007890540194946083,0.06528753224955079,0.00028175564623389996
34,0.015468550788948945,0.0642574444999885,0.022483665411631878
35,0.024182652744919646,0.09474390983291402,0.03736018594948849
36,0.013638927996949777,0.0850220069610989,0.01498489811869997
37,0.010480375332586452,0.05556434573324362,0.01011276756940366
38,0.009811408427039885,0.03784266532273429,0.0059261555307883115
39,0.012860918858048395,0.06458710191571312,0.016112671944868047
40,0.03515760783702811,0.07776758973198529,0.08190366929894988
41,0.00960246140926881,0.06920957604348814,0.0035463264695810167
42,0.00794848175278459,0.07260220586790889,0.00038796821755375256
43,0.01088636933326291,0.0613330344583747,0.010870706018901723
44,0.00995835510337697,0.09433793831575722,0.008624079922814281
45,0.017309776196508704,0.08135133769359576,0.023112908722458192
46,0.009277180867299655,0.06625826708305943,0.0047847168491864725
47,0.008943869890908033,0.04594721893610493,0.0001617295851174573
48,0.030996509846806033,0.07821761543747924,0.06246951178159012
49,0.012724007659917769,0.07086122239631662,0.01749775372131895
50,0.02552106730862012,0.08527355868362924,0.05439162328221626
51,0.007247306214476374,0.07304993250025403,0.0001088182108307527
52,0.009537358638785652,0.059699300982099295,0.0033835602813231326
53,0.012078547071428938,0.07430588211460197,0.012034032369226115
54,0.011445414565538327,0.08110104717377364,0.00844002896555733
55,0.01041443132080711,0.06839886830546234,0.007756343608611194
56,0.00757472911923675,0.08807562582117089,0.0032336195203544055
57,0.008215904969303845,0.09312393674262327,0.004531076381847139
58,0.007881010771422474,0.0880994793106503,0.0004889578466729243
59,0.011349079505904065,0.0912304006372519,0.011599350768323146
60,0.014181350594775018,0.08756766634788819,0.01902528668659078
61,0.008395855983364515,0.09730048964806778,0.00011356662277848585
62,0.008027797485320912,0.07864264921689773,0.0032046563735196546
63,0.021988191440373735,0.00872089204903441,0.008319429111770978
64,0.008730242928136364,0.08360286534666922,0.003596441169693504
65,0.04211456736752461,0.08764853730664354,0.09697299037281772
66,0.013057191102971943,0.025456868376865567,0.014004526463204887
67,0.008365938443375494,0.07240038247083712,0.0006294479590462809
68,0.009196948919191561,0.08966464469188953,0.006999166205871763
69,0.011107856319938783,0.09983203453459139,0.012932698738852336
70,0.02146647861925146,0.07751977119492943,0.04373769691111698
71,0.008256016405768538,0.08041923488133872,0.003787816943030406
72,0.008379611398469813,0.07821161647487325,0.0025872973262066512
73,0.00915523339782855,0.08475631938178296,0.006150858554151141
74,0.008783881987369293,0.06323553606430671,0.00258041096774969
75,0.00919660062247122,0.06681442562170953,0.009674541276466131
76,0.008261619574736045,0.07611773730069724,0.0003163577534119764
77,0.009386580024752712,0.07076034116375882,0.0063906261775816655
