Trial,MSE,C,Epsilon
0,0.07177649586939486,0.02413551016627907,0.06520586867995157
1,0.06819435562793244,0.006858692296852123,0.002432178365884166
2,0.06535947377834224,0.0042344543390794315,0.014399299005027675
3,0.0650718303822208,0.058732799235248476,0.0954677319049725
4,0.06469292341098984,0.07248468469505003,0.04052125755405632
5,0.06051674685278019,0.002410994805884082,0.0034882879869290524
6,0.06532413772855633,0.007527158004910875,0.03460341121616171
7,0.06246312493704993,0.059120872949025634,0.02632895534316536
8,0.06469182847659169,0.05901407040225544,0.0635024462370098
9,0.07025346116759439,0.027700652182113185,0.0825223659411245
10,0.06465603729149261,0.09948432416568902,0.002509970710490777
11,0.06917887111785567,0.03887411835603739,0.024208233059985918
12,0.05807083692912818,0.08065975351637134,0.02016155814507395
13,0.06295249575316658,0.08482380864402174,0.015364678720674447
14,0.0605204744731838,0.08361760723431788,0.0012490113075440006
15,0.06512861831938987,0.04595589970416418,0.050442213430181335
16,0.06507544633450053,0.023018117583375467,0.01697703609149698
17,0.06522997333671113,0.09923940043151906,0.04998610716087218
18,0.06745159412570231,0.07672242476314717,0.03235225732174046
19,0.061235459539897966,0.03555823382565116,0.01231473170484231
20,0.06731381110675447,0.01588599308301195,0.04793412298646732
21,0.06092899455794667,0.08725558438307775,0.004525668311574011
22,0.06534459216454314,0.07076036279045972,0.000797755378324587
23,0.06340969445583014,0.08789384733136167,0.022731367134482126
24,0.06072542954213271,0.06613077445523269,0.009222550657074762
25,0.061148542533513386,0.08130043054580262,0.009721422199657357
26,0.06361799281556157,0.04757815111820463,0.02365901346677758
27,0.06375929946588339,0.05381630948367653,0.018073614287342343
28,0.06484053299966885,0.09096668158324364,0.03352489459261535
29,0.0633920700445931,0.06836841976315178,0.0679093533091865
30,0.058525537180470856,0.07819716182456075,0.007371137230981631
31,0.061905771864156786,0.07797158626422598,0.007491061073384132
32,0.06777352183598363,0.09467475497133321,0.006909416837316371
33,0.06443486703599047,0.08046893732826721,0.0020155794319188913
34,0.06276309697496946,0.06212433445103733,0.01885611302702228
35,0.06724429520016878,0.07443346350411377,0.012249890880181831
36,0.06472010806679443,0.0014918658163381796,0.0009582591081793261
37,0.06389427095568893,0.013367882507072874,0.029808205106656046
38,0.059726412236093984,0.09213803204281983,0.00704107470877377
39,0.06779340238034645,0.09264296663864244,0.037276521774821283
40,0.06735904158610054,0.06522218229202327,0.04407458039134483
41,0.06245242892842716,0.08345693395855772,0.006901324693176599
42,0.06693420417958178,0.09600907497425588,0.013851311000127032
43,0.06428773740621557,0.08847717483186077,0.01983688294769005
44,0.061083138320287035,0.07349413431596999,0.02813909373842404
45,0.06589491279248402,0.08381037759896813,0.08976929650486898
46,0.056537608662433535,0.05414744251439002,0.005484249144276578
47,0.06012451418839091,0.041478593368808374,0.012149867342184307
48,0.06268199579733127,0.03743213467150589,0.01298303762541656
49,0.06524964045653706,0.05431474347891666,0.06775252559601572
50,0.06394837983033004,0.0313771385517536,0.019991229401322134
51,0.05956883552726544,0.009990347810470035,0.004876572346413531
52,0.060827312403563136,0.009729299292756177,0.005429640815524562
53,0.06313582059195569,0.0432918411520377,0.010396311993421684
54,0.06701637230581332,0.02367358858716791,0.017076589960896074
55,0.06751709724299013,0.042017902265298265,0.004639052996462108
56,0.06321221117641206,0.01862216630635735,0.01406679075519275
57,0.06867605725877501,0.031097459131828913,0.05817111575703584
58,0.062456762427472313,0.05979030939584178,0.000134156994162196
59,0.06428374142012756,0.05435141525085901,0.02555307587434289
60,0.06971618279511375,0.007078447879886909,0.009773013445994936
61,0.06334404356900922,0.0001199769990751806,0.003146790620825342
62,0.06625807888233153,0.04960901775155436,0.005997681964995894
63,0.06479712672569507,0.005348340393211453,0.009955508709722156
64,0.06782881471738084,0.01034896117224083,0.015656098127300726
65,0.06509582491422183,0.0779050269961317,0.020966534565385456
