Trial,MSE,C,Epsilon
0,0.05892193280318503,0.09238129467243841,0.07683522088300244
1,0.06860224147376728,0.06606294148948569,0.0842048994219568
2,0.05288082298649151,0.018259712685144425,0.04283324953441728
3,0.06360917942829683,0.0715086889223783,0.05781123047310108
4,0.05688206234800385,0.05831342065615844,0.07904866870435934
5,0.04542621430316686,0.09497225033022587,0.04152504093605867
6,0.06497557289200064,0.06114980423180409,0.04977592151005441
7,0.06883459230514513,0.046433366317456905,0.03294455467027463
8,0.044239066171206105,0.03148798369900055,0.023156567958154673
9,0.056451638405776945,0.04852074164755973,0.06186706667069848
10,0.14268867966347995,0.0015850562894347657,0.002572343737950941
11,0.060098024223559844,0.029031387555275522,0.01967211633382978
12,0.03708667197724151,0.09980265728387225,0.02410378128939898
13,0.057355552105300696,0.03121615783143699,0.019186663449721444
14,0.03587488195855207,0.08723702672770689,0.0027351476038601358
15,0.050779886323026074,0.08217630600197624,0.0031855545146723223
16,0.0378457232084026,0.08247704379024406,0.011495493319450382
17,0.06360269729459228,0.0968322548309474,0.030487557048723204
18,0.050964813668567095,0.0796090581892454,0.010777301011705764
19,0.06640973121186894,0.09854009721281165,0.0005044767109287705
20,0.05649992204489633,0.08723729265147262,0.031321879855143835
21,0.050142765903486194,0.07596014827158172,0.010457861573744339
22,0.07255816064168195,0.08809823302663189,0.09949967889858549
23,0.05524576842460655,0.08470492674009678,0.013742541267971458
24,0.048150959441994184,0.07120342637893878,0.026468880227236122
25,0.05481996031130708,0.0984705336838527,0.011636674442366353
26,0.04872535759134041,0.0759341416275901,0.015827367638624378
27,0.040029951875833136,0.08888916217161265,0.03724834488905924
28,0.04048363599838999,0.05611693891046709,0.00717172787332292
29,0.035474969981379986,0.09169417002985736,0.02524031593637191
30,0.04984769545211366,0.09233415332023096,0.05009294098223432
31,0.049524812012995474,0.09178974600639309,0.024659496758588452
32,0.049295954267813864,0.06561506690944277,0.006791347725570132
33,0.03586872157821342,0.09990985643871982,0.01736961330468622
34,0.03795536150456809,0.09990637591543115,0.01801509009256702
35,0.04366938093582106,0.09271619835542719,0.03739491359865506
36,0.06029232803786932,0.07693020683360247,0.024278013656498898
37,0.059747058841852836,0.07016499671133716,0.04707238449452621
38,0.04346932234674524,0.09285425837708697,0.02924058898213349
39,0.060728382928591576,0.08594492943520032,0.06298569647556199
40,0.04991255207554228,0.04411790643925782,0.03663819881075869
41,0.03522413019995375,0.0822074816784538,0.007482285642834499
42,0.04071222953706964,0.09456531411595594,0.006428168411375867
43,0.0356907188609133,0.08911086648967026,0.006212475063201304
44,0.02788486046589309,0.06626835881086378,0.0019881924687954883
45,0.04244418384322773,0.06226052123039392,0.01653156684555407
46,0.06337318172103129,0.0544256772270148,0.00694585911214466
47,0.05328753592846483,0.06776113028950825,0.02117241624021987
48,0.03299636291368047,0.07951342121351113,0.0021638716052027464
49,0.030858839221888718,0.07751214551843355,0.0010320611052956463
50,0.062063175845043,0.0731986060157995,0.002907670680268144
51,0.06202887090541719,0.08081731979044131,0.0011195869084092583
52,0.02923155758418513,0.07738500660326521,0.007074790059395317
53,0.04254070995120125,0.06290340236518481,0.009572860332932337
54,0.03343765426453563,0.07861793429617131,0.00010304601543673769
55,0.045622079936541986,0.0777441887069179,0.0008285764552477515
56,0.04605132608832297,0.07287716173523298,0.013597061968862035
57,0.137817810949675,0.0006220810809979271,0.005241593661041776
58,0.073109739812295,0.040160838860372215,0.07789203497587745
59,0.0748382935466897,0.008950348784801637,0.06710262428387417
60,0.03617479041360873,0.06673221751861359,0.009811462236908677
61,0.03535854532948271,0.08250987006834809,0.003476570055145997
62,0.05545393579688166,0.08379264473327168,0.0002499381050256321
63,0.05755094623444555,0.0801741136656695,0.004262298047703274
64,0.03657589809542764,0.0735966821903471,0.013605873337527736
65,0.04066430652589444,0.069074106320574,0.009396428738120197
66,0.05117173683350698,0.07850757105764188,0.003062074148738976
67,0.056740021914542624,0.08373486060363129,0.08877221617348442
68,0.05322326336034264,0.0741566857339873,0.012669916140696777
69,0.04585608959540344,0.05960405731885834,0.008268636582314148
70,0.03991510325497172,0.06493819147977739,0.0037677730820914446
71,0.05018047498002961,0.08216862930542475,0.00015355663898228354
72,0.05158154797704985,0.08993079495935338,0.02020337162343945
73,0.04842481484822992,0.08608510719932104,0.005454109265304663
74,0.05635355509217123,0.08003384917457887,0.015466339392920731
75,0.04682388723389198,0.07711079918337894,0.010791769873371285
76,0.042955644187589646,0.08529437381730826,0.003529878628367254
77,0.04839756361816339,0.052332483537298545,0.00823663993995382
78,0.05653847123413565,0.071244379512005,0.014639908448923804
79,0.05722767847491083,0.07496957123116678,0.004659744834183528
80,0.05321810565527592,0.09633290473463134,0.021970346270833906
81,0.04552639174825209,0.0885976840315029,0.006832823744261
82,0.04002737753113961,0.08346500310417533,0.002610271036861766
83,0.05026418834466422,0.08974016709996846,0.01163279109862567
84,0.04332943716760741,0.0950077476907788,0.0074582324514653135
85,0.04218882906100439,0.08172679756005076,0.027580483982860584
86,0.07026127208245146,0.0911037668698595,0.01836725063710596
87,0.0277066834513649,0.08697220352964956,0.0005832029233949387
88,0.0650433043303461,0.07844882069152084,0.0004360201165661738
89,0.047301561543226636,0.08587899174934231,0.03446064348145671
90,0.044732813012709365,0.0876957171565679,0.0420739925971257
91,0.061769683957963256,0.09415070016668578,0.005600580269558527
92,0.03588421637795968,0.0814996367992416,0.0024629310118964975
93,0.04027645700230308,0.07642093758064375,0.00863247422775926
94,0.04116358638758833,0.0914003732233937,0.00624269314603728
