,c,e,accuracy
2353,0.24,0.77,0.09011075826077246
2354,0.24,0.78,0.09011075826077246
2355,0.24,0.79,0.09011075826077246
2356,0.24,0.8,0.09011075826077246
2357,0.24,0.81,0.09011075826077246
2358,0.24,0.82,0.09011075826077246
2359,0.24,0.83,0.09011075826077246
2360,0.24,0.84,0.09011075826077246
2361,0.24,0.85,0.09011075826077246
2362,0.24,0.86,0.09011075826077246
2363,0.24,0.87,0.09011075826077246
2364,0.24,0.88,0.09011075826077246
2365,0.24,0.89,0.09011075826077246
2366,0.24,0.9,0.09011075826077246
2367,0.24,0.91,0.09011075826077246
2368,0.24,0.92,0.09011075826077246
2369,0.24,0.93,0.09011075826077246
2370,0.24,0.94,0.0901107582607725
2371,0.24,0.95,0.0901107582607725
2372,0.24,0.96,0.0901107582607725
2373,0.24,0.97,0.0901107582607725
2374,0.24,0.98,0.0901107582607725
2375,0.24,0.99,0.0901107582607725
2376,0.25,0.01,0.06458621207339554
2377,0.25,0.02,0.06522963886568237
2378,0.25,0.03,0.06620565922781607
2379,0.25,0.04,0.06739577830023305
2380,0.25,0.05,0.06863088709955312
2381,0.25,0.06,0.06932251683843602
2382,0.25,0.07,0.07021319837614944
2383,0.25,0.08,0.07055483086504785
2384,0.25,0.09,0.06957363563437305
2385,0.25,0.1,0.06873831968745663
2386,0.25,0.11,0.06725274761155639
2387,0.25,0.12,0.06614417335534115
2388,0.25,0.13,0.06522773068655939
2389,0.25,0.14,0.0656255470945479
2390,0.25,0.15,0.06594230477113767
2391,0.25,0.16,0.06632046390088638
2392,0.25,0.17,0.06614586605184627
2393,0.25,0.18,0.06653122864284733
2394,0.25,0.19,0.06731364843839777
2395,0.25,0.2,0.06866928828110837
2396,0.25,0.21,0.07059796028542908
2397,0.25,0.22,0.07287506726704207
2398,0.25,0.23,0.07545924538901114
2399,0.25,0.24,0.07928030284086776
2400,0.25,0.25,0.08197270586308043
2401,0.25,0.26,0.08268423792255235
2402,0.25,0.27,0.08677535430074299
2403,0.25,0.28,0.0891424636425878
2404,0.25,0.29,0.09036862946420161
2405,0.25,0.3,0.08792718701229525
2406,0.25,0.31,0.08661022285410672
2407,0.25,0.32,0.08743664319273003
2408,0.25,0.33,0.08901156000825017
2409,0.25,0.34,0.0901107582607725
2410,0.25,0.35,0.09011075826077246
2411,0.25,0.36,0.09011075826077246
2412,0.25,0.37,0.09011075826077246
2413,0.25,0.38,0.09011075826077246
2414,0.25,0.39,0.09011075826077246
2415,0.25,0.4,0.09011075826077246
2416,0.25,0.41,0.0901107582607725
2417,0.25,0.42,0.0901107582607725
2418,0.25,0.43,0.0901107582607725
2419,0.25,0.44,0.0901107582607725
2420,0.25,0.45,0.0901107582607725
2421,0.25,0.46,0.0901107582607725
2422,0.25,0.47,0.09011075826077246
2423,0.25,0.48,0.09011075826077246
2424,0.25,0.49,0.09011075826077246
2425,0.25,0.5,0.09011075826077246
2426,0.25,0.51,0.09011075826077246
2427,0.25,0.52,0.09011075826077246
2428,0.25,0.53,0.09011075826077246
2429,0.25,0.54,0.09011075826077246
2430,0.25,0.55,0.09011075826077246
2431,0.25,0.56,0.09011075826077246
2432,0.25,0.57,0.09011075826077246
2433,0.25,0.58,0.09011075826077246
2434,0.25,0.59,0.09011075826077246
2435,0.25,0.6,0.09011075826077246
2436,0.25,0.61,0.09011075826077246
2437,0.25,0.62,0.09011075826077246
2438,0.25,0.63,0.09011075826077246
2439,0.25,0.64,0.09011075826077246
2440,0.25,0.65,0.09011075826077246
2441,0.25,0.66,0.09011075826077246
2442,0.25,0.67,0.09011075826077246
2443,0.25,0.68,0.09011075826077246
2444,0.25,0.69,0.09011075826077246
2445,0.25,0.7,0.09011075826077246
2446,0.25,0.71,0.09011075826077246
2447,0.25,0.72,0.09011075826077246
2448,0.25,0.73,0.09011075826077246
2449,0.25,0.74,0.09011075826077246
2450,0.25,0.75,0.09011075826077246
2451,0.25,0.76,0.09011075826077246
2452,0.25,0.77,0.09011075826077246
2453,0.25,0.78,0.09011075826077246
2454,0.25,0.79,0.09011075826077246
2455,0.25,0.8,0.09011075826077246
2456,0.25,0.81,0.09011075826077246
2457,0.25,0.82,0.09011075826077246
2458,0.25,0.83,0.09011075826077246
2459,0.25,0.84,0.09011075826077246
2460,0.25,0.85,0.09011075826077246
2461,0.25,0.86,0.09011075826077246
2462,0.25,0.87,0.09011075826077246
2463,0.25,0.88,0.09011075826077246
2464,0.25,0.89,0.09011075826077246
2465,0.25,0.9,0.09011075826077246
2466,0.25,0.91,0.09011075826077246
2467,0.25,0.92,0.09011075826077246
2468,0.25,0.93,0.09011075826077246
2469,0.25,0.94,0.0901107582607725
2470,0.25,0.95,0.0901107582607725
2471,0.25,0.96,0.0901107582607725
2472,0.25,0.97,0.0901107582607725
2473,0.25,0.98,0.0901107582607725
2474,0.25,0.99,0.0901107582607725
2475,0.26,0.01,0.06458697020813824
2476,0.26,0.02,0.06522125790707252
2477,0.26,0.03,0.06623319786548976
2478,0.26,0.04,0.06738897071197107
2479,0.26,0.05,0.06865449380972646
2480,0.26,0.06,0.06925453494470883
2481,0.26,0.07,0.07025866506291885
2482,0.26,0.08,0.07054233220315373
2483,0.26,0.09,0.06959138817343863
2484,0.26,0.1,0.06870578631314372
2485,0.26,0.11,0.06725104243384888
2486,0.26,0.12,0.06615049391110472
2487,0.26,0.13,0.06524161307090559
2488,0.26,0.14,0.06562681189144354
2489,0.26,0.15,0.06595955665392624
2490,0.26,0.16,0.06621888391543722
2491,0.26,0.17,0.06606081249701731
2492,0.26,0.18,0.06655499867665757
2493,0.26,0.19,0.06725085980367762
2494,0.26,0.2,0.068680324971476
2495,0.26,0.21,0.0705969498799904
2496,0.26,0.22,0.07287715132820238
2497,0.26,0.23,0.07547326135455959
2498,0.26,0.24,0.07935228876164505
2499,0.26,0.25,0.08195119230135929
2500,0.26,0.26,0.08272860146972613
2501,0.26,0.27,0.0868945358834021
2502,0.26,0.28,0.08906945134014146
2503,0.26,0.29,0.09013102325102258
2504,0.26,0.3,0.08792718701229525
2505,0.26,0.31,0.08661022285410672
2506,0.26,0.32,0.08743664319273003
2507,0.26,0.33,0.08901156000825017
2508,0.26,0.34,0.0901107582607725
2509,0.26,0.35,0.09011075826077246
2510,0.26,0.36,0.09011075826077246
2511,0.26,0.37,0.09011075826077246
2512,0.26,0.38,0.09011075826077246
2513,0.26,0.39,0.09011075826077246
2514,0.26,0.4,0.09011075826077246
2515,0.26,0.41,0.0901107582607725
2516,0.26,0.42,0.0901107582607725
2517,0.26,0.43,0.0901107582607725
2518,0.26,0.44,0.0901107582607725
2519,0.26,0.45,0.0901107582607725
2520,0.26,0.46,0.0901107582607725
2521,0.26,0.47,0.09011075826077246
2522,0.26,0.48,0.09011075826077246
2523,0.26,0.49,0.09011075826077246
2524,0.26,0.5,0.09011075826077246
2525,0.26,0.51,0.09011075826077246
2526,0.26,0.52,0.09011075826077246
2527,0.26,0.53,0.09011075826077246
2528,0.26,0.54,0.09011075826077246
2529,0.26,0.55,0.09011075826077246
2530,0.26,0.56,0.09011075826077246
2531,0.26,0.57,0.09011075826077246
2532,0.26,0.58,0.09011075826077246
2533,0.26,0.59,0.09011075826077246
2534,0.26,0.6,0.09011075826077246
2535,0.26,0.61,0.09011075826077246
2536,0.26,0.62,0.09011075826077246
2537,0.26,0.63,0.09011075826077246
2538,0.26,0.64,0.09011075826077246
2539,0.26,0.65,0.09011075826077246
2540,0.26,0.66,0.09011075826077246
2541,0.26,0.67,0.09011075826077246
2542,0.26,0.68,0.09011075826077246
2543,0.26,0.69,0.09011075826077246
2544,0.26,0.7,0.09011075826077246
2545,0.26,0.71,0.09011075826077246
2546,0.26,0.72,0.09011075826077246
2547,0.26,0.73,0.09011075826077246
2548,0.26,0.74,0.09011075826077246
2549,0.26,0.75,0.09011075826077246
2550,0.26,0.76,0.09011075826077246
2551,0.26,0.77,0.09011075826077246
2552,0.26,0.78,0.09011075826077246
2553,0.26,0.79,0.09011075826077246
2554,0.26,0.8,0.09011075826077246
2555,0.26,0.81,0.09011075826077246
2556,0.26,0.82,0.09011075826077246
2557,0.26,0.83,0.09011075826077246
2558,0.26,0.84,0.09011075826077246
2559,0.26,0.85,0.09011075826077246
2560,0.26,0.86,0.09011075826077246
2561,0.26,0.87,0.09011075826077246
2562,0.26,0.88,0.09011075826077246
2563,0.26,0.89,0.09011075826077246
2564,0.26,0.9,0.09011075826077246
2565,0.26,0.91,0.09011075826077246
2566,0.26,0.92,0.09011075826077246
2567,0.26,0.93,0.09011075826077246
2568,0.26,0.94,0.0901107582607725
2569,0.26,0.95,0.0901107582607725
2570,0.26,0.96,0.0901107582607725
2571,0.26,0.97,0.0901107582607725
2572,0.26,0.98,0.0901107582607725
2573,0.26,0.99,0.0901107582607725
2574,0.27,0.01,0.06457062845672018
2575,0.27,0.02,0.06518215659671026
2576,0.27,0.03,0.06616933540382505
2577,0.27,0.04,0.0673623519228395
2578,0.27,0.05,0.0686309831890945
2579,0.27,0.06,0.06927288027825378
2580,0.27,0.07,0.07030122970559335
2581,0.27,0.08,0.07048795602245826
2582,0.27,0.09,0.06959570142973603
2583,0.27,0.1,0.06872137304336559
2584,0.27,0.11,0.06723014834308405
2585,0.27,0.12,0.06616920092021808
2586,0.27,0.13,0.06523751370322022
2587,0.27,0.14,0.06559957954079221
2588,0.27,0.15,0.06592528950453665
2589,0.27,0.16,0.06615605461076093
2590,0.27,0.17,0.06595450202716609
2591,0.27,0.18,0.0664963008082561
2592,0.27,0.19,0.06712992928472175
2593,0.27,0.2,0.06870179676297036
2594,0.27,0.21,0.07059400428641738
2595,0.27,0.22,0.07290774451646878
2596,0.27,0.23,0.07546773525290969
2597,0.27,0.24,0.07941153070507599
2598,0.27,0.25,0.08198443012747181
2599,0.27,0.26,0.08281785547481817
2600,0.27,0.27,0.0870424795352022
2601,0.27,0.28,0.08895294241353724
2602,0.27,0.29,0.08980657235902127
2603,0.27,0.3,0.08792718701229525
2604,0.27,0.31,0.08661022285410672
2605,0.27,0.32,0.08743664319273003
2606,0.27,0.33,0.08901156000825017
2607,0.27,0.34,0.0901107582607725
2608,0.27,0.35,0.09011075826077246
2609,0.27,0.36,0.09011075826077246
2610,0.27,0.37,0.09011075826077246
2611,0.27,0.38,0.09011075826077246
2612,0.27,0.39,0.09011075826077246
2613,0.27,0.4,0.09011075826077246
2614,0.27,0.41,0.0901107582607725
2615,0.27,0.42,0.0901107582607725
2616,0.27,0.43,0.0901107582607725
2617,0.27,0.44,0.0901107582607725
2618,0.27,0.45,0.0901107582607725
2619,0.27,0.46,0.0901107582607725
2620,0.27,0.47,0.09011075826077246
2621,0.27,0.48,0.09011075826077246
2622,0.27,0.49,0.09011075826077246
2623,0.27,0.5,0.09011075826077246
2624,0.27,0.51,0.09011075826077246
2625,0.27,0.52,0.09011075826077246
2626,0.27,0.53,0.09011075826077246
2627,0.27,0.54,0.09011075826077246
2628,0.27,0.55,0.09011075826077246
2629,0.27,0.56,0.09011075826077246
2630,0.27,0.57,0.09011075826077246
2631,0.27,0.58,0.09011075826077246
2632,0.27,0.59,0.09011075826077246
2633,0.27,0.6,0.09011075826077246
2634,0.27,0.61,0.09011075826077246
2635,0.27,0.62,0.09011075826077246
2636,0.27,0.63,0.09011075826077246
2637,0.27,0.64,0.09011075826077246
2638,0.27,0.65,0.09011075826077246
2639,0.27,0.66,0.09011075826077246
2640,0.27,0.67,0.09011075826077246
2641,0.27,0.68,0.09011075826077246
2642,0.27,0.69,0.09011075826077246
2643,0.27,0.7,0.09011075826077246
2644,0.27,0.71,0.09011075826077246
2645,0.27,0.72,0.09011075826077246
2646,0.27,0.73,0.09011075826077246
2647,0.27,0.74,0.09011075826077246
2648,0.27,0.75,0.09011075826077246
2649,0.27,0.76,0.09011075826077246
2650,0.27,0.77,0.09011075826077246
2651,0.27,0.78,0.09011075826077246
2652,0.27,0.79,0.09011075826077246
2653,0.27,0.8,0.09011075826077246
2654,0.27,0.81,0.09011075826077246
2655,0.27,0.82,0.09011075826077246
2656,0.27,0.83,0.09011075826077246
2657,0.27,0.84,0.09011075826077246
2658,0.27,0.85,0.09011075826077246
2659,0.27,0.86,0.09011075826077246
2660,0.27,0.87,0.09011075826077246
2661,0.27,0.88,0.09011075826077246
2662,0.27,0.89,0.09011075826077246
2663,0.27,0.9,0.09011075826077246
2664,0.27,0.91,0.09011075826077246
2665,0.27,0.92,0.09011075826077246
2666,0.27,0.93,0.09011075826077246
2667,0.27,0.94,0.0901107582607725
2668,0.27,0.95,0.0901107582607725
2669,0.27,0.96,0.0901107582607725
2670,0.27,0.97,0.0901107582607725
2671,0.27,0.98,0.0901107582607725
2672,0.27,0.99,0.0901107582607725
2673,0.28,0.01,0.06455104685296947
2674,0.28,0.02,0.06516777205122673
2675,0.28,0.03,0.06615370693560517
2676,0.28,0.04,0.06734634778147078
2677,0.28,0.05,0.06863549693125284
2678,0.28,0.06,0.06924701009053708
2679,0.28,0.07,0.07033079916390024
2680,0.28,0.08,0.07047169189554588
2681,0.28,0.09,0.06956046432172966
2682,0.28,0.1,0.06869189058291861
2683,0.28,0.11,0.06725410798441078
2684,0.28,0.12,0.0661659350843666
2685,0.28,0.13,0.06524771668740578
2686,0.28,0.14,0.06559768872248381
2687,0.28,0.15,0.06591124648860236
2688,0.28,0.16,0.06605341774597388
2689,0.28,0.17,0.06584444019970842
2690,0.28,0.18,0.06648135696856194
2691,0.28,0.19,0.0670738905917278
2692,0.28,0.2,0.06873784781955072
2693,0.28,0.21,0.07059771555011966
2694,0.28,0.22,0.07290530964047617
2695,0.28,0.23,0.07545575636464477
2696,0.28,0.24,0.07940363029732456
2697,0.28,0.25,0.08198963975386234
2698,0.28,0.26,0.08302854305753989
2699,0.28,0.27,0.08709224634486697
2700,0.28,0.28,0.08890529254749033
2701,0.28,0.29,0.08961063277389893
2702,0.28,0.3,0.08792718701229525
2703,0.28,0.31,0.08661022285410672
2704,0.28,0.32,0.08743664319273003
2705,0.28,0.33,0.08901156000825017
2706,0.28,0.34,0.0901107582607725
2707,0.28,0.35,0.09011075826077246
2708,0.28,0.36,0.09011075826077246
2709,0.28,0.37,0.09011075826077246
2710,0.28,0.38,0.09011075826077246
2711,0.28,0.39,0.09011075826077246
2712,0.28,0.4,0.09011075826077246
2713,0.28,0.41,0.0901107582607725
2714,0.28,0.42,0.0901107582607725
2715,0.28,0.43,0.0901107582607725
2716,0.28,0.44,0.0901107582607725
2717,0.28,0.45,0.0901107582607725
2718,0.28,0.46,0.0901107582607725
2719,0.28,0.47,0.09011075826077246
2720,0.28,0.48,0.09011075826077246
2721,0.28,0.49,0.09011075826077246
2722,0.28,0.5,0.09011075826077246
2723,0.28,0.51,0.09011075826077246
2724,0.28,0.52,0.09011075826077246
2725,0.28,0.53,0.09011075826077246
2726,0.28,0.54,0.09011075826077246
2727,0.28,0.55,0.09011075826077246
2728,0.28,0.56,0.09011075826077246
2729,0.28,0.57,0.09011075826077246
2730,0.28,0.58,0.09011075826077246
2731,0.28,0.59,0.09011075826077246
2732,0.28,0.6,0.09011075826077246
2733,0.28,0.61,0.09011075826077246
2734,0.28,0.62,0.09011075826077246
2735,0.28,0.63,0.09011075826077246
2736,0.28,0.64,0.09011075826077246
2737,0.28,0.65,0.09011075826077246
2738,0.28,0.66,0.09011075826077246
2739,0.28,0.67,0.09011075826077246
2740,0.28,0.68,0.09011075826077246
2741,0.28,0.69,0.09011075826077246
2742,0.28,0.7,0.09011075826077246
2743,0.28,0.71,0.09011075826077246
2744,0.28,0.72,0.09011075826077246
2745,0.28,0.73,0.09011075826077246
2746,0.28,0.74,0.09011075826077246
2747,0.28,0.75,0.09011075826077246
2748,0.28,0.76,0.09011075826077246
2749,0.28,0.77,0.09011075826077246
2750,0.28,0.78,0.09011075826077246
2751,0.28,0.79,0.09011075826077246
2752,0.28,0.8,0.09011075826077246
2753,0.28,0.81,0.09011075826077246
2754,0.28,0.82,0.09011075826077246
2755,0.28,0.83,0.09011075826077246
2756,0.28,0.84,0.09011075826077246
2757,0.28,0.85,0.09011075826077246
2758,0.28,0.86,0.09011075826077246
2759,0.28,0.87,0.09011075826077246
2760,0.28,0.88,0.09011075826077246
2761,0.28,0.89,0.09011075826077246
2762,0.28,0.9,0.09011075826077246
2763,0.28,0.91,0.09011075826077246
2764,0.28,0.92,0.09011075826077246
2765,0.28,0.93,0.09011075826077246
2766,0.28,0.94,0.0901107582607725
2767,0.28,0.95,0.0901107582607725
2768,0.28,0.96,0.0901107582607725
2769,0.28,0.97,0.0901107582607725
2770,0.28,0.98,0.0901107582607725
2771,0.28,0.99,0.0901107582607725
2772,0.29,0.01,0.06454351051780453
2773,0.29,0.02,0.06517683000977617
2774,0.29,0.03,0.0661400477743723
2775,0.29,0.04,0.06731251463509827
2776,0.29,0.05,0.0685988909689219
2777,0.29,0.06,0.06927193241280565
2778,0.29,0.07,0.07033680845781873
2779,0.29,0.08,0.0704307637065894
2780,0.29,0.09,0.0695941234270393
2781,0.29,0.1,0.06870832849545024
2782,0.29,0.11,0.06726180594528038
2783,0.29,0.12,0.06616943365962202
2784,0.29,0.13,0.06525874878268056
2785,0.29,0.14,0.06557507200661603
2786,0.29,0.15,0.0658915553167356
2787,0.29,0.16,0.06596110280220788
2788,0.29,0.17,0.06584659851262713
2789,0.29,0.18,0.06641040060365302
2790,0.29,0.19,0.06706190129057395
2791,0.29,0.2,0.06879830363987345
2792,0.29,0.21,0.07060463762549316
2793,0.29,0.22,0.07291755393055177
2794,0.29,0.23,0.07543833010737577
2795,0.29,0.24,0.07940937502201822
2796,0.29,0.25,0.08205618885860028
2797,0.29,0.26,0.08327563050084721
2798,0.29,0.27,0.08744940637256608
2799,0.29,0.28,0.08889124695450294
2800,0.29,0.29,0.08933977289687511
2801,0.29,0.3,0.08792718701229525
2802,0.29,0.31,0.08661022285410672
2803,0.29,0.32,0.08743664319273003
2804,0.29,0.33,0.08901156000825017
2805,0.29,0.34,0.0901107582607725
2806,0.29,0.35,0.09011075826077246
2807,0.29,0.36,0.09011075826077246
2808,0.29,0.37,0.09011075826077246
2809,0.29,0.38,0.09011075826077246
2810,0.29,0.39,0.09011075826077246
2811,0.29,0.4,0.09011075826077246
2812,0.29,0.41,0.0901107582607725
2813,0.29,0.42,0.0901107582607725
2814,0.29,0.43,0.0901107582607725
2815,0.29,0.44,0.0901107582607725
2816,0.29,0.45,0.0901107582607725
2817,0.29,0.46,0.0901107582607725
2818,0.29,0.47,0.09011075826077246
2819,0.29,0.48,0.09011075826077246
2820,0.29,0.49,0.09011075826077246
2821,0.29,0.5,0.09011075826077246
2822,0.29,0.51,0.09011075826077246
2823,0.29,0.52,0.09011075826077246
2824,0.29,0.53,0.09011075826077246
2825,0.29,0.54,0.09011075826077246
2826,0.29,0.55,0.09011075826077246
2827,0.29,0.56,0.09011075826077246
2828,0.29,0.57,0.09011075826077246
2829,0.29,0.58,0.09011075826077246
2830,0.29,0.59,0.09011075826077246
2831,0.29,0.6,0.09011075826077246
2832,0.29,0.61,0.09011075826077246
2833,0.29,0.62,0.09011075826077246
2834,0.29,0.63,0.09011075826077246
2835,0.29,0.64,0.09011075826077246
2836,0.29,0.65,0.09011075826077246
2837,0.29,0.66,0.09011075826077246
2838,0.29,0.67,0.09011075826077246
2839,0.29,0.68,0.09011075826077246
2840,0.29,0.69,0.09011075826077246
2841,0.29,0.7,0.09011075826077246
2842,0.29,0.71,0.09011075826077246
2843,0.29,0.72,0.09011075826077246
2844,0.29,0.73,0.09011075826077246
2845,0.29,0.74,0.09011075826077246
2846,0.29,0.75,0.09011075826077246
2847,0.29,0.76,0.09011075826077246
2848,0.29,0.77,0.09011075826077246
2849,0.29,0.78,0.09011075826077246
2850,0.29,0.79,0.09011075826077246
2851,0.29,0.8,0.09011075826077246
2852,0.29,0.81,0.09011075826077246
2853,0.29,0.82,0.09011075826077246
2854,0.29,0.83,0.09011075826077246
2855,0.29,0.84,0.09011075826077246
2856,0.29,0.85,0.09011075826077246
2857,0.29,0.86,0.09011075826077246
2858,0.29,0.87,0.09011075826077246
2859,0.29,0.88,0.09011075826077246
2860,0.29,0.89,0.09011075826077246
2861,0.29,0.9,0.09011075826077246
2862,0.29,0.91,0.09011075826077246
2863,0.29,0.92,0.09011075826077246
2864,0.29,0.93,0.09011075826077246
2865,0.29,0.94,0.0901107582607725
2866,0.29,0.95,0.0901107582607725
2867,0.29,0.96,0.0901107582607725
2868,0.29,0.97,0.0901107582607725
2869,0.29,0.98,0.0901107582607725
2870,0.29,0.99,0.0901107582607725
2871,0.3,0.01,0.06452783781764007
2872,0.3,0.02,0.06514271982261063
2873,0.3,0.03,0.06610126298914122
2874,0.3,0.04,0.06732131504062693
2875,0.3,0.05,0.06852808018987266
2876,0.3,0.06,0.0692224807322545
2877,0.3,0.07,0.07027159359030988
2878,0.3,0.08,0.07034810697394012
2879,0.3,0.09,0.06960409067925977
2880,0.3,0.1,0.06868676004552463
2881,0.3,0.11,0.06724381698665058
2882,0.3,0.12,0.06615309519128859
2883,0.3,0.13,0.06524544174514653
2884,0.3,0.14,0.06554561964684996
2885,0.3,0.15,0.06583132681322419
2886,0.3,0.16,0.06587955598063866
2887,0.3,0.17,0.06584901796295305
2888,0.3,0.18,0.0663360950178871
2889,0.3,0.19,0.06697188668067837
2890,0.3,0.2,0.06884336347684691
2891,0.3,0.21,0.07059785403370544
2892,0.3,0.22,0.07296262636041442
2893,0.3,0.23,0.07543994312899463
2894,0.3,0.24,0.07940159309964448
2895,0.3,0.25,0.08210691296535988
2896,0.3,0.26,0.08343665385210611
2897,0.3,0.27,0.08758316930987446
2898,0.3,0.28,0.08882455429149694
2899,0.3,0.29,0.08906808739192594
2900,0.3,0.3,0.08792718701229525
2901,0.3,0.31,0.08661022285410672
2902,0.3,0.32,0.08743664319273003
2903,0.3,0.33,0.08901156000825017
2904,0.3,0.34,0.0901107582607725
2905,0.3,0.35,0.09011075826077246
2906,0.3,0.36,0.09011075826077246
2907,0.3,0.37,0.09011075826077246
2908,0.3,0.38,0.09011075826077246
2909,0.3,0.39,0.09011075826077246
2910,0.3,0.4,0.09011075826077246
2911,0.3,0.41,0.0901107582607725
2912,0.3,0.42,0.0901107582607725
2913,0.3,0.43,0.0901107582607725
2914,0.3,0.44,0.0901107582607725
2915,0.3,0.45,0.0901107582607725
2916,0.3,0.46,0.0901107582607725
2917,0.3,0.47,0.09011075826077246
2918,0.3,0.48,0.09011075826077246
2919,0.3,0.49,0.09011075826077246
2920,0.3,0.5,0.09011075826077246
2921,0.3,0.51,0.09011075826077246
2922,0.3,0.52,0.09011075826077246
2923,0.3,0.53,0.09011075826077246
2924,0.3,0.54,0.09011075826077246
2925,0.3,0.55,0.09011075826077246
2926,0.3,0.56,0.09011075826077246
2927,0.3,0.57,0.09011075826077246
2928,0.3,0.58,0.09011075826077246
2929,0.3,0.59,0.09011075826077246
2930,0.3,0.6,0.09011075826077246
2931,0.3,0.61,0.09011075826077246
2932,0.3,0.62,0.09011075826077246
2933,0.3,0.63,0.09011075826077246
2934,0.3,0.64,0.09011075826077246
2935,0.3,0.65,0.09011075826077246
2936,0.3,0.66,0.09011075826077246
2937,0.3,0.67,0.09011075826077246
2938,0.3,0.68,0.09011075826077246
2939,0.3,0.69,0.09011075826077246
2940,0.3,0.7,0.09011075826077246
2941,0.3,0.71,0.09011075826077246
2942,0.3,0.72,0.09011075826077246
2943,0.3,0.73,0.09011075826077246
2944,0.3,0.74,0.09011075826077246
2945,0.3,0.75,0.09011075826077246
2946,0.3,0.76,0.09011075826077246
2947,0.3,0.77,0.09011075826077246
2948,0.3,0.78,0.09011075826077246
2949,0.3,0.79,0.09011075826077246
2950,0.3,0.8,0.09011075826077246
2951,0.3,0.81,0.09011075826077246
2952,0.3,0.82,0.09011075826077246
2953,0.3,0.83,0.09011075826077246
2954,0.3,0.84,0.09011075826077246
2955,0.3,0.85,0.09011075826077246
2956,0.3,0.86,0.09011075826077246
2957,0.3,0.87,0.09011075826077246
2958,0.3,0.88,0.09011075826077246
2959,0.3,0.89,0.09011075826077246
2960,0.3,0.9,0.09011075826077246
2961,0.3,0.91,0.09011075826077246
2962,0.3,0.92,0.09011075826077246
2963,0.3,0.93,0.09011075826077246
2964,0.3,0.94,0.0901107582607725
2965,0.3,0.95,0.0901107582607725
2966,0.3,0.96,0.0901107582607725
2967,0.3,0.97,0.0901107582607725
2968,0.3,0.98,0.0901107582607725
2969,0.3,0.99,0.0901107582607725
2970,0.31,0.01,0.06451362701925684
2971,0.31,0.02,0.06511443530214697
2972,0.31,0.03,0.0660544713800902
2973,0.31,0.04,0.06719974428310141
2974,0.31,0.05,0.0684789369370854
2975,0.31,0.06,0.06922943284571594
2976,0.31,0.07,0.07031484537704255
2977,0.31,0.08,0.07031054763911893
2978,0.31,0.09,0.06958941346620896
2979,0.31,0.1,0.0686207952945203
2980,0.31,0.11,0.0672663840676591
2981,0.31,0.12,0.06614372237216928
2982,0.31,0.13,0.06525011613108607
2983,0.31,0.14,0.06564367378537189
2984,0.31,0.15,0.06583274568194106
2985,0.31,0.16,0.06585818051151163
2986,0.31,0.17,0.06583735791864466
2987,0.31,0.18,0.06629154830270086
2988,0.31,0.19,0.06691010520177952
2989,0.31,0.2,0.06892449583924162
2990,0.31,0.21,0.07058820763495648
2991,0.31,0.22,0.0729667215768743
2992,0.31,0.23,0.07530538358847551
2993,0.31,0.24,0.07940239650588392
2994,0.31,0.25,0.08210656193061107
2995,0.31,0.26,0.08357033034170616
2996,0.31,0.27,0.08779733645698044
2997,0.31,0.28,0.08868319150312867
2998,0.31,0.29,0.08890192453255473
2999,0.31,0.3,0.08792718701229525
3000,0.31,0.31,0.08661022285410672
3001,0.31,0.32,0.08743664319273003
3002,0.31,0.33,0.08901156000825017
3003,0.31,0.34,0.0901107582607725
3004,0.31,0.35,0.09011075826077246
3005,0.31,0.36,0.09011075826077246
3006,0.31,0.37,0.09011075826077246
3007,0.31,0.38,0.09011075826077246
3008,0.31,0.39,0.09011075826077246
3009,0.31,0.4,0.09011075826077246
3010,0.31,0.41,0.0901107582607725
3011,0.31,0.42,0.0901107582607725
3012,0.31,0.43,0.0901107582607725
3013,0.31,0.44,0.0901107582607725
3014,0.31,0.45,0.0901107582607725
3015,0.31,0.46,0.0901107582607725
3016,0.31,0.47,0.09011075826077246
3017,0.31,0.48,0.09011075826077246
3018,0.31,0.49,0.09011075826077246
3019,0.31,0.5,0.09011075826077246
3020,0.31,0.51,0.09011075826077246
3021,0.31,0.52,0.09011075826077246
3022,0.31,0.53,0.09011075826077246
3023,0.31,0.54,0.09011075826077246
3024,0.31,0.55,0.09011075826077246
3025,0.31,0.56,0.09011075826077246
3026,0.31,0.57,0.09011075826077246
3027,0.31,0.58,0.09011075826077246
3028,0.31,0.59,0.09011075826077246
3029,0.31,0.6,0.09011075826077246
3030,0.31,0.61,0.09011075826077246
3031,0.31,0.62,0.09011075826077246
3032,0.31,0.63,0.09011075826077246
3033,0.31,0.64,0.09011075826077246
3034,0.31,0.65,0.09011075826077246
3035,0.31,0.66,0.09011075826077246
3036,0.31,0.67,0.09011075826077246
3037,0.31,0.68,0.09011075826077246
3038,0.31,0.69,0.09011075826077246
3039,0.31,0.7,0.09011075826077246
3040,0.31,0.71,0.09011075826077246
3041,0.31,0.72,0.09011075826077246
3042,0.31,0.73,0.09011075826077246
3043,0.31,0.74,0.09011075826077246
3044,0.31,0.75,0.09011075826077246
3045,0.31,0.76,0.09011075826077246
3046,0.31,0.77,0.09011075826077246
3047,0.31,0.78,0.09011075826077246
3048,0.31,0.79,0.09011075826077246
3049,0.31,0.8,0.09011075826077246
3050,0.31,0.81,0.09011075826077246
3051,0.31,0.82,0.09011075826077246
